episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health
343,601,626.6186653605791,10,4,6,40
344,577,692.4031635089385,10,4,6,40
345,740,2824.179814891923,10,6,4,60
346,514,267.0620519156093,10,5,5,50
347,624,574.2724042784838,10,4,6,40
348,576,629.2101445118634,10,3,7,30
349,674,1262.1788778473342,10,3,7,30
350,621,609.7537158831169,10,2,8,20
351,923,3116.6647074048137,10,3,7,30
352,647,969.1490502330983,10,4,6,40
353,604,510.06035020271264,10,2,8,20
354,720,1712.5141360599093,10,4,6,40
355,604,511.6852776534884,10,2,8,20
356,1030,3531.7955075419063,10,2,8,20
357,493,-171.31336325764278,10,2,8,20
358,630,1096.8204914263076,10,3,7,30
359,638,1059.1755470192213,10,4,6,40
360,463,-384.220453458585,10,4,6,40
361,488,961.7520069434406,10,6,4,60
362,812,3163.241214931241,10,6,4,60
363,634,857.259535459763,10,4,6,40
364,580,51.97475184996982,10,1,9,10
365,515,177.5121496668429,10,2,8,20
366,475,8.284218643014551,10,5,5,50
367,839,2356.5534606063043,10,2,8,20
368,622,1063.0839012402578,10,5,5,50
369,586,166.5221640541959,10,2,8,20
370,907,2980.227587424724,10,3,7,30
371,792,2060.7069759162937,10,2,8,20
372,542,115.75221475477726,10,2,8,20
373,570,738.8998363183576,10,4,6,40
374,551,1069.7255590853601,10,5,5,50
375,798,2045.364896746287,10,3,7,30
376,734,1999.575781923408,10,4,6,40
377,558,1552.8686457690258,10,7,3,70
378,632,677.3301534651076,10,2,8,20
379,542,104.89955867243727,10,3,7,30
380,569,696.6044323718328,10,5,5,50
381,541,565.5662223219429,10,4,6,40
382,670,1230.505155025625,10,3,7,30
383,488,520.298677143417,10,5,5,50
384,652,841.1928527406968,10,2,8,20
385,672,1524.5196970828874,10,3,7,30
386,1040,4077.512905321744,10,2,8,20
387,532,1002.1878705678382,10,6,4,60
388,501,-582.0763032521562,10,1,9,10
389,1427,8006.577634812339,10,6,4,60
390,560,751.0009034851497,10,5,5,50
391,651,1126.9351545328102,10,5,5,50
392,655,1294.7523113627763,10,3,7,30
393,815,2429.2252069446986,10,3,7,30
394,831,2514.974623650677,10,3,7,30
395,593,-102.40499857181551,10,0,10,0
396,481,470.2973826954649,10,5,5,50
397,690,1879.523236370305,10,5,5,50
398,673,953.9442607367813,10,2,8,20
399,713,1691.9297232217366,10,4,6,40
